"","full_text","display_text_range","retweet_count","favorite_count","lang","followers_count","friends_count","url","description","verified"
"9265","RT @BiovIntCIAT_eng: 📢Calling all Master's and Ph.D. students! Make a difference in the global fight against #ClimateChange with the Carbon…",140,26,0,"en",1060,1064,NA,"PhD Scholar, BSc(Hons),MSc. CropSci, MBA.
Passion: Sci. Tech.& Agric. Innov. Advancement & Devt.| Rotarian.",FALSE
"9266","RT @rpujolvives: The end of fresh water?
No, but we are putting #nature in limit  https://t.co/M1RjG8hFBY #ClimateCatastrophe #ClimateColla…",140,2,0,"en",33655,25431,"https://t.co/8paB6qcjLI","Writer of The Doll's Storybook. #DemCast #ONEV1 #Dems4USA #DemVoice1 @PeggyStuart@mastodon.sdf.org, Spoutible at https://t.co/FpdgD1dFrH",FALSE
"9267","RT @PaulEDawson: Burning trees in the Amazon melts snow in the Himalayas because distant ecosystems that regulate the Earth’s climate are m…",140,19,0,"en",402,1141,NA,"Author of the first general articles on macrobiotic elderhood.  Now:  Lessons From Fukushima  (Macrobiotics Today magazine).",FALSE
"9268","Africa is highly vulnerable to the impacts of #ClimateChange.

Digital solutions, including early warning systems, hold the key to mitigating climate impacts &amp; building resilience across the continent.

More from @WMO: https://t.co/is8X03OFO8",246,0,1,"en",803,5005,NA,"Climate change, gender enhance ability to think and act strategically, creatively, better placed to identify and evaluate ways to solve engagement problems.",FALSE
"9269","RT @WOAH_Europe: The Regional #OneHealth Coordination Mechanism for Europe was created to address issues associated with zoonotic diseases,…",140,4,0,"en",1013,407,NA,"Directeur général adjoint de l'OIE, Paris Deputy Director General of the OIE, Paris Director General Adjunto de la OIE, Paris",FALSE
"9270","RT @PeterG4NES2019: Battling with mild depression at the moment.
#ClimateChange is such an intractable problem.
There are plenty of people…",139,2,0,"en",323,608,NA,"#SAVEOURNHS From Tory privatisation 😡 #scrapthehealth&carebill",FALSE
"9271","The end of fresh water?
No, but we are putting #nature in limit  https://t.co/M1RjG8hFBY #ClimateCatastrophe #ClimateCollapse #ClimateCrisis #ClimateChange 
https://t.co/A94mP4ESQV",180,2,3,"en",1448,1705,"https://t.co/21tMvGGkY0","Qui no li cal aprendre més no ha après res - Who will not need to learn more, she/he has learned nothing: E. Canetti",FALSE
"9272","Nevadans oppose banning wood stoves, but think #Nevada needs to do more to address #climatechange
https://t.co/YT78DZxxps",121,0,0,"en",1,11,"https://t.co/eYHQcsytHo","From solar panels to electric vehicle chargers and smart home technology, VIG Solar will help. Call us today at 702-625-7713",FALSE
"9273","A great story by @CoralMDavenport how price of essential goods have been effected by #climatechange https://t.co/PRzgUSbUdz",99,0,1,"en",807,97,"https://t.co/o4Naihezwz","Former @EPA Director, Author of book https://t.co/A1ZKZjJuZr, proud mother of two and grandma.We must act with urgency to fight climate change.",FALSE
"9274","RT @MicheleLapini: #Drought in Italy, again

#PoRiver hydrometric levels are back to summer levels, in some areas it has worse conditions t…",140,118,0,"en",245,640,NA,"Non c'è amore nel cuore della città, nel balcone, nel corridoio; nell'impianto di condizionamento del cervello.",FALSE
"9275","RT @MrUndefeatedG: You won't see this on the mainstream media.

Oxford packed to the rafters against ""15 minute cities"". #Oxford #climatech…",140,2,0,"en",328,505,NA,"""The lotus flower blooms most beautifully from the deepest & thickest mud""",FALSE
"9276","RT @dheenylkhair: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all j…",140,20,0,"en",1945,1750,NA,"We love the earth. We love all young people and want them to have a future on a habitable planet.",FALSE
"9277","RT @PaulEDawson: Burning trees in the Amazon melts snow in the Himalayas because distant ecosystems that regulate the Earth’s climate are m…",140,19,0,"en",4131,4753,NA,"2022 Jane Crow Era. If hypocrisy was a renewable, we’d never need to worry about energy/power again. No DM’s. No lists THE ELECTORAL COLLEGE IS A TRAVESTY",FALSE
"9278","RT @PaulEDawson: Burning trees in the Amazon melts snow in the Himalayas because distant ecosystems that regulate the Earth’s climate are m…",140,19,0,"en",1212,2040,NA,"",FALSE
"9279","RT @DrTOMontgomery: #AnimalRights #ClimateChange #BanTrophyHunting 

In this land with no food or water, I now lie.

Perhaps I am the lucky…",140,56,0,"en",416,315,NA,"",FALSE
"9280","RT @dheenylkhair: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all j…",140,20,0,"en",1310,2410,NA,"Chemist /Environmentalist/#YOUNGA2020 Youth Delegate /Climate Reality Project/SDGs/ Chemical Innovation and Regulations.",FALSE
"9281","Once again, the 'fake' #ClimateChange advocates are quiet.
This is all engineered to boost the terror of an unlivable earth. - and it's pure Evil.
#Weareatwar https://t.co/mllEpcpcCh",158,0,0,"en",515,508,NA,"activist who believes in a better, kinder, loving world. concentrate on what we have incommon.",FALSE
"9282","Learn more about dairy digesters at: https://t.co/cpVpm9564k

#Biogas #ClimateChange https://t.co/qZS44qCtiu",84,0,1,"en",2493,455,"http://t.co/O4BZD6st2j","Our mission reimagines the planet's reusable resources.The rugged, American-made anaerobic digesters we build turn organic farm & food waste into clean energy.",FALSE
"9283","Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/B5SY8T7jvb",217,0,1,"en",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"9284","Hugs and kisses may warm your heart, but that’s not the only thing heating up. Extreme heat events due to climate change can impact your health. Get NJ info and data, https://t.co/1yYFlnt7aR. #ClimateChange #WeTrackThat #ExtremeHeat  #HealthierNJ https://t.co/CZQiUVrGhm",246,0,1,"en",43380,762,"https://t.co/QktfUZIW72","Official Twitter account of the New Jersey Department of Health. Find us on Facebook, Instagram & LinkedIn. Contact us at https://t.co/ner05vxx9K",TRUE
"9285","Burning trees in the Amazon melts snow in the Himalayas because distant ecosystems that regulate the Earth’s climate are more closely connected than previously thought. 

#ClimateChange

https://t.co/DVynhW09cf",210,19,34,"en",68467,9574,"https://t.co/DcVlLoK5jB","Thinking and talking about climate change solutions!
Sign up for my newsletter on climate solutions.",FALSE
"9286","RT @BinanceBCF: #2:""There's no 1 solution to a crisis as large as #climatechange—we need them all. Including a powerful climate solution th…",140,177,0,"en",1,9,NA,"Be like the flower that gives its fragrance to even the hand that crushes it.
C Developer",FALSE
"9287","RT @ThejusJay: 📢#ClimateAction #ClimateChange Research
We sought to quantify the employee commute-related emissions in #Cleveland health sy…",140,6,0,"en",9324,1962,"https://t.co/4LnC7Vhaz9","Prof. & Chair Dept. of Heme & Oncology @CleClinicMD @ClevelandClinic @NRGonc Deputy Editor @JCOOP_ASCO Tweets are mine. No act of #Kindness is ever wasted",FALSE
"9288","RT @lienvandamme: 30+ orgs of the #HumanRights &amp; #ClimateChange working group joined forces on input for #GlobalStocktake outcomes. 

3 cle…",144,24,0,"en",589,1529,NA,"Abogada @UNAM_MX| LLM in International Law @Cambridge_Uni| Programme Officer on Climate & Environmental Justice @GIESCR
 🍃",FALSE
"9289","RT @joeibro: From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all join ha…",140,13,0,"en",470,271,NA,"Climate activist🇨🇩|Coordinator of the Youth Movement for protection of the environment| Organizer of the Virunga  Fossil Free  Campaign at @350Africa.org",FALSE
"9290","RT @TRUTHSEEKERS111: Does the United States really have a climate change problem or is it a scam for Democrats to get rich? 

China has one…",140,27,0,"en",1664,587,NA,"I'm a Researcher of news and current and past events.",FALSE
"9291","SteamDrills -Our human family is in some serious trouble. Every mother, father &amp; child is in danger right now #ClimateChange #Coal 5Star",140,0,0,"en",24534,26784,"https://t.co/TShb2oAGhd","Red hair, friend of mystics, author 9 plays, 16 books, lives in an Earthship in desert, grows tomatoes, bakes bread, drinks tea, writes about love & revolution.",FALSE
"9292","RT @AqlilaA: Educating girls to understand and address the impacts of climate change can make a huge difference on the #climatechange crisi…",140,40,0,"en",595,1969,"https://t.co/DlnEOzPEUl","""Progress is not achieved by preachers and guardians of morality but by madmen, hermits, heretics, dreamers, rebels and sceptics."" 
- Stephen Fry",FALSE
"9293","RT @PHerweck: Biggest opportunity of all: #climatechange. It's a top topic at this year's @arc_advisory Industry Forum in Orlando, where th…",140,3,0,"en",2,31,"https://t.co/U0ZYzZFYbd","Digital Architect, MSc Engineer & Data Analyst",FALSE
"9294","Il progetto di un nuovo grande comprensorio sciistico è stato respinto, il Parco naturale Alpe Veglia Devero, in Val d'Ossola, per ora è salvo. Quanti impianti devono venire dismessi prima che il #turismo alpino cambi modello adeguandosi al #climatechange?
Su @CorriereTorino oggi https://t.co/gNAIamyd1d",280,0,8,"it",301,880,NA,"🏳️‍🌈 Journalist, Climate, Environment & Arctic.
Author of ""Groenlandia. Viaggio intorno all'isola che scompare"" (Laterza)",FALSE
"9295","RT @TheMonetaryMan: We are creating a world where everyone is empowered to make a difference. Get inspired, join our movement 👉 https://t.c…",140,3,0,"en",2171,577,NA,"System scientist. Economics and finance for sustainable climate smart policy- and decision-making. RT not endorsment. View my own.",FALSE
"9296","“Shocking Findings” – Painstaking Study of 50-Plus Years of Seafloor Sediment Cores Has Surprise Payoff https://t.co/Ki0SoF6opx #Earth #Carbon #ClimateChange #RiceUniversity #Sediment",183,0,0,"en",2069,648,"https://t.co/JNSf6S92Da","VirtuousTutorialBotler | #vitalize #health #ai #blockchains #nature #defi #ml #vr #ar #daos #spirituality #p2e #space #metaverses #yeast #evolution #psychology",FALSE
"9297","I came across this post on Facebook so if your vehicle is not #ULEZcompliant it might be worthwhile checking it out. #ULEZExpansion is @SadiqKhan aim to make motorists #cashcows for debt incurred by @TfL citing  #climatechange is smokescreen cos in reality he don't give a toss https://t.co/7F1any4zEY",277,0,0,"en",136,805,NA,"Why you in my profile if I don't agree with what you say? Get ur damn nose out. I DON'T do Feminism or PC crap & speak as I find. #MyOpionsAreMyOwn",FALSE
"9298","#artico #arctic #seaice #hielomarino #cambioclimatico #climatechange https://t.co/lqdPQlClnn",68,0,0,"und",34,94,NA,"",FALSE
"9299","RT @PundiXLabs: At #PUNDIX, we care about sustainability and build the products with care. We are also committed to combating #climatechang…",140,235,0,"en",1,2,NA,"🇺🇸Denver
#rarible",FALSE
"9300","HostGator has Gone GREEN: https://t.co/HLk3yp1Muu Use 25% OFF COUPON CODE ""Get25OffHG"" #webhosting #webhost #green #climatechange",129,0,0,"en",1526,1700,NA,"#Internet and #Affiliate #Marketing Student and Practitioner.",FALSE
"9301","RT @TRUTHSEEKERS111: Does the United States really have a climate change problem or is it a scam for Democrats to get rich? 

China has one…",140,17,0,"en",1664,587,NA,"I'm a Researcher of news and current and past events.",FALSE
"9302","RT @climateline: 'Feedback loops' worsening climate crisis: report - France 24
Source: https://t.co/2J1153pJX8 (https://t.co/21yswSBpyS)
#c…",140,1,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9303","RT @climateline: Global Sustainability Disclosure Standards for Companies Set to Take Effect in 2024
Source: https://t.co/OSDHsPM9FS (https…",140,1,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9304","Sven van Zanten Shares.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/DB3f3Coxih",213,0,0,"nl",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"9305","RT @rtehrani: The US plan to become the world’s cleantech superpower https://t.co/27h8ol2aE2

#Earthday #plastic #lessplastic #renewable #s…",140,2,0,"en",11512,188,"https://t.co/8DhWZY1pVA","SEC: Smart-up Eco-up Cities. #Startup #WomenFounder #SDG11 #SmarterGreener兔gether.
⚠️RT-Like ≠ endorsement, all opinions welcome.",FALSE
"9306","RT @FVClimateAction: Intentionally deceptive, or SO VERY CLOSE to understanding

1. Burning fossil fuels is the MAIN cause of #climateChang…",140,1,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9307","RT @NJLCV: Hey, @GovMurphy: you have a chance to truly be a #climatechange champion and stand up for #environmentaljustice by investing sta…",140,3,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9308","RT @bfpinitiative: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all…",139,13,0,"en",1412,2899,"https://t.co/dtaGHyNgjk","Mum of 3 strapping boys & grandma to Oscar. A cricket wife & mother! In civil resistance for life 🌎⌛🔥 Born 321.38ppm #JustStopOil #InsulateBritain",FALSE
"9309","RT @Stevo4747: A blueprint is needed to implement two-way #power flow that addresses #climatechange issues to decarbonize the grid and buil…",140,1,0,"en",13692,14939,"https://t.co/1xkDhF28Z6","Amazon Seller/Learning Ambassador at Amazon's TUS2 fulfillment ctr. Social Media Influencer/Marketer. Send me your new books! Living the spirit of Aloha. #ad",FALSE
"9310","RT @LaceysHousePA: Nonsense Climate Ambassadors like Sophia Kianni — Make Millions Think the Climate Crisis is a Joke | by TB Obwoge | #Cli…",140,1,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9311","RT @rtehrani: The US plan to become the world’s cleantech superpower https://t.co/27h8ol2aE2

#Earthday #plastic #lessplastic #renewable #s…",140,2,0,"en",7372,1397,NA,"""My grandmothers' ingenuity overcame gender discrimination and economic exploitation in a hostile society to prove their genius."" #earthsoldierbook
E.S.C.S",FALSE
"9312","RT @AqlilaA: Educating girls to understand and address the impacts of climate change can make a huge difference on the #climatechange crisi…",140,40,0,"en",1849,4999,NA,"",FALSE
"9313","RT @TheMonetaryMan: We are creating a world where everyone is empowered to make a difference. Get inspired, join our movement 👉 https://t.c…",140,3,0,"en",1714,3461,"https://t.co/KF9QeseKzp","#HyFiCorp is a US Public company $BOPO 🌐",FALSE
"9314","RT @DrTOMontgomery: #AnimalRights #ClimateChange #BanTrophyHunting 

In this land with no food or water, I now lie.

Perhaps I am the lucky…",140,56,0,"en",969,3118,NA,"Poet & writer... stirring the social conscience. Cherish free speech, freedom of choice and independent thinking.",FALSE
"9315","@_david_ho_ @hausfath I use this piece with my HS conservation students to help them understand that planting seeds, planting trees, growing trees, replanting forests, &amp; conserving forests are all very different things as ways to fight #climatechange",254,0,0,"en",2554,1484,"https://t.co/lOVLtY0PQD","🪑of Science @polyprep, former prof, 🌾 & biochar ecology, @ourwarmregards host, #1000STEMWomen founder,#scicomm, fighting #ClimateChange. 🐦=mine",FALSE
"9316","@tnarunagiri @DeltaNinety @GretaThunberg @penguinpress No worries. We have already read the millionaire #GretaThunberg's book, so you can save trees and energy.

Here is the genuinely scientific abstract.

#Climate #ClimateChange #GretaThunberg https://t.co/C4IsHRUvux",244,0,1,"en",266,1115,"https://t.co/oQ3RvnmidF","""You can't explain why, but you feel it. You've felt it your entire life, that there's something wrong with the world.""

READ THIS BOOK, you'll understand.",FALSE
"9317","RT @JustStop_Oil: 🌡 Find out what you can do. Register for our next talk at https://t.co/VfvQUeNCWy

#CivilResistance #A22Network #JustStop…",140,18,0,"en",5888,5571,NA,"This Govt is out of control. End corruption now!  Unite and Socialist Party/TUSC member. #NHSPay15 No to Capitalism: austerity, cuts, fire and re-hire. #PAL",FALSE
"9318","Nonsense Climate Ambassadors like Sophia Kianni — Make Millions Think the Climate Crisis is a Joke | by TB Obwoge | #ClimateEmergency #ClimateChange #ClimateAction #Wasteful #Money #Economics #COP27 

https://t.co/gy6SZMuPuy",224,1,0,"en",28,271,NA,"",FALSE
"9319","RT @AGasparrini75: Great article in @TheLancet in collaboration with @ISGLOBALorg on benefits of planting more trees in cities to attenuate…",140,41,0,"en",666,279,"https://t.co/lJPggemZow","Health Economist | Head Org. & Services @GZO_Spital | Researcher @HSGStGallen #HealthEconomics #HealthSystems #DigitalHealth #Leadership #PlanetaryHealth",FALSE
"9320","RT @ColinSumter: ◀️▶️🔼🔽 ❤️‍🔥
Traveling Salesman Problem

Departure: High 🟰
Destination: Lowest 🟰

♨️ Surcharge: 50%
🚭 Thank You For Smoking…",140,1,0,"en",456,21,"https://t.co/Kj63cLJmR1","Official CBDN, Finance news. ©️1983, ©️2023. All Rights Reserved. SOCIALGOODREWARDS® 🔴🟠 #BusinessIntelligence #VendorPortal",FALSE
"9321","RT @HampshireCB: 69 clubs &amp; counting ...
📝 https://t.co/yVFTkaTEnr
🕖 7pm Tue 21 Feb
📌 Microsoft Teams
#grants #ClimateChange #HantsClubCham…",144,1,0,"en",540,2263,NA,"Club #cricket player in #Hampshire @hantscl since 80s, club volunteer since 90s, 🏏 Development Manager @HampshireCB since 2012 (views my own)",FALSE
"9322","RT @NJLCV: Hey, @GovMurphy: you have a chance to truly be a #climatechange champion and stand up for #environmentaljustice by investing sta…",140,3,0,"en",279,214,NA,"PhD in Biochemistry, Utrecht University, 1976",FALSE
"9323","@cjtjgeol Oh no. Every time you talk about #climatechange you must say that it’s worse than we previously thought",113,0,30,"en",1427,2927,NA,"I have had a plenitude of this ordure. ∑♂",FALSE
"9324","Hey, @GovMurphy: you have a chance to truly be a #climatechange champion and stand up for #environmentaljustice by investing stable and dedicated funding in @NJTransit 🚌 https://t.co/77Zlcqheso",193,3,6,"en",3345,1498,"https://t.co/Lf5GqJFgcU","New Jersey LCV is a non-partisan, non-profit organization making environmental protection a priority in the NJ Statehouse.",FALSE
"9325","@AdamScottEnv @CompBureau @TorontoStar @AdStandardsCan @TorontoStar @CompBureau 
This is deceptive advertising.
If not illegal it is at least unethical.
Stop promoting misinformation.

The tar sands extract fossil fuels for burning which causes #climateChange It CANNOT be ""net zero"" it is the CAUSE

@CBCNews (tips)",316,1,3,"en",186,239,NA,"Grassroots advocacy to fight climate change in the Fraser Valley
Twitter: @FVClimateAction
@fvclimateaction@projectmushroom.social",FALSE
"9326","RT @bfpinitiative: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all…",139,13,0,"en",15290,16641,"https://t.co/FVXozTxsLX","Join The Greta Effect group 81K at FB #ClimateActionNow @GretaThunberg🌏#GlobalWarming🌎#Biodiversity🌍#SavetheBees🐝☮️💛#Peace💙🌻#HealEarth🕊",FALSE
"9327","Intentionally deceptive, or SO VERY CLOSE to understanding

1. Burning fossil fuels is the MAIN cause of #climateChange
2. The tar sands exist to extract fossil fuels for burning.
3. A 100% green operation that produces fossil fuels is not Net zero. (or green) 

@CompBureau https://t.co/u7iviqUxDB",274,1,1,"en",186,239,NA,"Grassroots advocacy to fight climate change in the Fraser Valley
Twitter: @FVClimateAction
@fvclimateaction@projectmushroom.social",FALSE
"9328","Global Sustainability Disclosure Standards for Companies Set to Take Effect in 2024
Source: https://t.co/OSDHsPM9FS (https://t.co/Bk7Rs1i0jb)
#climatechange #greenhouse #greenhouseeffects #news #climateline",206,1,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9329","'Feedback loops' worsening climate crisis: report - France 24
Source: https://t.co/2J1153pJX8 (https://t.co/21yswSBpyS)
#climatechange #greenhouse #greenhouseeffects #news #climateline",184,1,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9330","Hotter summers, more 'tropical nights:' a look at London's 'future weather' | CBC News
Source: https://t.co/ngechFC7ns (https://t.co/nVAhwq4hS0)
#climatechange #greenhouse #greenhouseeffects #news #climateline",209,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9331","Feedback loops make climate action even more urgent, scientists say - ScienceDaily
Source: https://t.co/GqRXRwkcZA (https://t.co/mz8ktpigNp)
#climatechange #greenhouse #greenhouseeffects #news #climateline",205,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9332","The secret to fighting climate change? Baby kangaroo poop - Metro UK
Source: https://t.co/bwNgXwb8kB (https://t.co/Oq27NzoJYH)
#climatechange #greenhouse #greenhouseeffects #news #climateline",191,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9333","BGE proposes rate increase with $10.36 annual hike for consumers - Baltimore Sun
Source: https://t.co/KgFFHu4csH (https://t.co/5VEl1KQ3HN)
#climatechange #greenhouse #greenhouseeffects #news #climateline",203,0,0,"en",28,120,"https://t.co/K8g0fjLu6w","Remembering the most significant Climate Change events along the history 🔎🌳🌎",FALSE
"9334","Harmattan hitting strong all of a sudden in late February. How do we explain this?

#climatechange #harmattan #Sustainability #WeatherUpdate",140,0,4,"en",14,21,"https://t.co/cl6ZNOb0jY","Every human deserves a sustainable future &we are committed to see that achieved. Our tool: ocean&water conservation, see our website to know what up to now.",FALSE
"9335","RT @AliceforCO: Just a reminder - don't be fooled by #fossilfuel #disinformation weaponizing tragic whale deaths by blaming #offshorewind d…",140,7,0,"en",75,272,NA,"🇬🇧Ginger",FALSE
"9336","RT @mcascarano: 📢📢 @UniTrento  and @bancaditalia are co-organizing an academic workshop on the #economics of #climatechange on March 1st! J…",140,9,0,"en",708,176,"https://t.co/knKMaQ4md2","Assistant Professor of Finance at @WarwickBSchool @warwickuni development economics, household finance and banking",FALSE
"9337","@TaggartHeidi Exactly Heidi.  I'm still flabbergasted that the senile one hasn't told us how to fix it with his panic for fake #climatechange.",142,0,1,"en",33326,1538,NA,"Living with hiv/Aids since 1995.Stop the Stigma! 
Love the Red Sox for Life! 
LAUGHTER IS THE BEST MEDICINE. 
Truth is free, but a lie can cost you everything.",FALSE
"9338","RT @ThejusJay: 📢#ClimateAction #ClimateChange Research
We sought to quantify the employee commute-related emissions in #Cleveland health sy…",140,6,0,"en",212,904,"https://t.co/gmZhJuQJkz","Match2023| IM Residency| AAMC:15345853 ||Research Fellow, @ClevelandClinic || MAMC alumnus|| Views are persona|| RT ≠ endorsement.",FALSE
"9339","The US plan to become the world’s cleantech superpower https://t.co/27h8ol2aE2

#Earthday #plastic #lessplastic #renewable #sustainable #pollution #recycling #environment #green #climate #climatechange #globalwarming #greenenergy #cleanenergy #cleanair https://t.co/QMGoG9crI2",252,2,5,"en",24308,24502,"https://t.co/FlDbEQEGBG","Tech Media Leader turned tech investment banker handling funding, M&A and strategic alternative advisory, evaluating SPACs, IPOs and more.",FALSE
"9340","✨ New #Finance opportunity:
 
💼 Staff Accountant at
🍀 Geli @growingenergy
📍 San Francisco, United States
 
Apply now!
 
#ClimateChange #ClimateJobs #Jobs4u 

https://t.co/BpSITgT4qM",181,0,0,"en",407,278,"https://t.co/3WlvXbn55V","#1 Site for Climate and Climate Tech Careers!

Search ➙ Apply ➙ Get Hired & Make a Real Difference

#Climate #ClimateTech #ActOnClimate #ClimateJobs #ActNow",FALSE
"9341","RT @PSRPennsylvania: Dr. Ayana Elizabeth Johnson is a marine biologist, policy expert, and writer from Brooklyn. 
#PSRPA #BlackHistory #Bla…",140,2,0,"en",4289,4506,NA,"Vote to Save Democracy | Writer @BucksCoBeacon | Be Kind to Animals | POV=Mine | Beware False GOP Prophets",FALSE
"9342","RT @patriciakombo: I have been documenting effects #Droughts as a result of #climatechange 
Today I visited Emining in Baringo county and w…",140,55,0,"en",2298,916,NA,"حسبي الله لا اله الا هو عليه توكلت وهو رب العرش العظم •Ex-biochemist •Serial Entrepreneur •Goal Digger •CGO •@fagrills",FALSE
"9343","#GeoEngineering #ClimateChange #Chemtrails #GlobalWarming #HAARP https://t.co/DuzvODgPcV",64,2,3,"und",1533,1474,NA,"Resonant Frequencies is a language. When you Resonate Harmonically with my Father's Creation you can hear him. I Am The Carpenter😇 (AdidasJack)",FALSE
"9344","RT @dheenylkhair: ""From the North, to the South, to the East and West, we are all affected by Climate Change. For this reason, let us all j…",140,20,0,"en",2298,916,NA,"حسبي الله لا اله الا هو عليه توكلت وهو رب العرش العظم •Ex-biochemist •Serial Entrepreneur •Goal Digger •CGO •@fagrills",FALSE
"9345","RT @DeepBlueCrypto: #ClimateChange is a virtue signal
It only applies to you, not to them https://t.co/zHk1KFsnbG",113,12,0,"en",219,167,NA,"",FALSE
"9346","Sven’s Solar News Today:

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland https://t.co/AA1YanxsvJ",214,0,0,"sv",1054,1131,"https://t.co/atjXpYNOaz","Welcome to the twitterpage of Sven van Zanten. Sharing knowledge about future proof energy solutions, fighting climate change using technologic innovation.",FALSE
"9347","RT @ninazilli: Oggi sono in Emilia, sul fiume la Trebbia (uno dei maggiori affluenti del Po) che mi ha visto nascere e crescere.
Lo cerco e…",140,32,0,"it",7,190,NA,"Cerco ogni giorno di imparare una cosa nuova per insegnarla ad almeno tre persone",FALSE
"9348","RT @PCarterClimate: 'Many risky feedback loops amplify need for climate action'
41 FEEDBACKS- MOST AMPLIFYING- WORST NOT ACCOUNTEDby IPCC P…",140,27,0,"en",120,706,NA,"I'm a retired software developer. Beside I have always been interested and engaged in biology, human rights and sustainable development.",FALSE
"9349","RT @j_zabaneh: 📍Zaarour #Lebanon 🇱🇧 
🏔️ 1700 m altitude 

With #ClimateChange &amp; #GlobalWarming hitting hard, the snow season is becoming sh…",144,10,0,"en",6233,6852,NA,"Passionate about Music, History, Politics, Science, Art, Paintings | Swiss🇨🇭",FALSE
"9350","RT @GoLadacan: Extinction Rebellion protested at #LutonAirport Private Jet terminals on Valentine’s Day; highlighting the impact of 1% of t…",140,7,0,"en",83,123,NA,"Born at 314 ppm",FALSE
"9351","[#notedinformation]
Démarrage de la codification pour les étudiants de la première (1ère) année de Licence au titre de l'année 2022-2023

#kebetu #UAM #COUD #CROUS #architecture #formation #environnement #économie #offres #concour #energy #engineering #climatechange #mining #team https://t.co/dhbd8lnWcU",280,5,20,"fr",1245,1660,"https://t.co/WhnMN7LayB","Plus qu’une formation, un avenir à construire.",FALSE
"9352","How hot is too hot for the human body? Our lab found heat + humidity gets dangerous faster than many people realize https://t.co/Fp9VZawBzu #climatechange is not just a problem for the future. It is one that humanity is currently facing and must tackle head-on.",261,0,0,"en",8771,8570,"https://t.co/kLCnGgJ7wG","International Educator. Tweeting about Education, Africa, Politics, Social Justice, Human Rights, Environment. https://t.co/2wz6RLeJSm…",FALSE
"9353","@ricwe123 Only #ClimateChange...",32,0,3,"en",46843,18209,"http://t.co/8cU0gFWY","A group of earth, atmospheric, solar scientists and engineers who conclude that the sun is the main driver of climate change.Not you.Not CO2. R/T ≠ endorsement.",FALSE
"9354","RT @AQandra: The EU bans the registration of new combustion vehicles from 2035: ""Electric cars are the future"" 

The raw materials for thes…",140,6,0,"en",1768,2895,NA,"",FALSE
"9355","RT @mlosuna: People need to wake up to the bs of #climatechange. The #climatechangescam is only about power, control and money. Climate cha…",140,2,0,"en",71,273,NA,"",FALSE
"9356","RT @marcsrhudson: Looting the Ivory Tower -  Pluralizing Energy Justice:  incorporating feminist, anti-racist, indigenous and postcolonial…",139,6,0,"en",1973,995,"https://t.co/6IjdaqN9co","Leader of Voluntary Sustainable Development Action Group in The Gambia. Teacher, Research Psychologist & Art Therapist.",FALSE
